Layer,Neuron,Original,Summary,Highlight,HighlightSummary,AVHS
36,3766,words and phrases related to distancing oneself from a situation or taking steps to separate oneself from something.,words or phrases related to creating distance or separation between oneself and something/someone else.,words and phrases related to distancing oneself from something or someone.,"words or phrases related to distancing oneself from a person, organization, or situation.",phrases or actions related to distancing oneself from a situation or group.
36,985,"words and phrases related to support, unity, and importance of roles within a group or community.",words related to the importance or significance of a role or action.,phrases or words related to the importance or significance of something or someone.,words related to the importance or role of something/someone.,phrases related to the role or significance of individuals in various contexts.
36,2297,words and phrases related to comparisons or evaluations of different factors or entities.,phrases related to comparing or contrasting different aspects or factors.,phrases related to comparisons or contrasting two things.,"phrases related to comparisons or contexts that involve the concept of ""when it comes"".",phrases related to comparisons and evaluations.
36,3267,words related to surveys or questionnaires.,"verbs in the infinitive form (e.g. be, download).","verbs in the future tense, specifically the verb ""be"" followed by the word ""able"" or ""will"".","the verb ""be"" conjugations in different contexts.",phrases related to sequence or order of events.
36,4920,phrases related to steps or processes.,"words and phrases related to movement or progress, such as ""step"", ""back"", ""feet"", and ""of"".",phrases or words related to movement or progression.,"words related to movement or progression, such as steps, back, and feet.",phrases related to progression or forward movement.
36,3340,words related to conveying messages or information.,words related to conveying or communicating a specific message.,tokens related to conveying a message or communication.,words related to conveying or delivering a message.,words related to conveying or delivering a message.
36,792,"information related to taxes, calculations, and financial reforms.","words related to information, updates, and checking in on something.","words/actions related to monitoring, checking, updating, and listing.","words or phrases related to information or process checking, such as updated, laws, check, back, email, gauge, project, become, list, checking, out, the, Check, mechanic, monitor, the, app.","words related to instructions, guidelines, and information."
36,3633,phrases related to political opinions and discussions.,"phrases related to the concept of ""coming"" or ""arriving"".","the phrase ""when it comes to"" followed by different topics or subjects.",phrases related to the concept of timing or arrival.,phrases related to discussing or mentioning something.
36,5926,words related to danger or suspense.,"words related to physical attributes or conditions of objects, such as being slick, covered, curled, or updated.","words related to the physical state or appearance of something, such as being slick, covered, or curled.","words related to the state or condition of something, particularly words related to covering or being covered.","words related to physical attributes or conditions, such as ""slick"", ""locked"", ""complete"", ""curled"", ""broad"", ""large"", and ""covered""."
37,2976,"words related to film festivals, cinema, and cultural events.","occurrences of the word ""first"".",phrases or tokens related to first-time experiences or occurrences.,"phrases or tokens related to the concept of ""first"" or initial occurrences.","instances where something is emphasized as being the ""first"" or ""initial"" occurrence."
37,5495,"keywords related to the structure and design of programs, systems, and models.",words related to design and structure.,words related to the design or structure of something.,words related to design or structuring.,"words related to design, structure, and organization."
37,4255,words and phrases related to immigration and correlation between different variables or concepts.,"instances where the word ""each"" is used to describe individual or separate entities or actions.",phrases related to actions or interactions between two or more entities.,"instances where the word ""each"" is used to refer to multiple individuals or entities in a group.",phrases or words related to comparisons or interactions between two or more entities.
37,5106,sentences ending in periods.,"the indefinite article ""a"".",phrases or sentences that refer to a small or specific quantity of something.,"the indefinite article ""a"".",phrases that indicate a specific point or emphasize a certain aspect.
37,1201,"phrases related to a command or instruction, specifically starting with ""As an"" or ""An"".","the presence of the indefinite article ""an"" in the text.","phrases containing the word ""an"" or ""as an"".","the presence of the word ""an"" in different contexts and grammatical structures within the text.",phrases related to the presence or absence of certain items or qualities.
37,3097,references to specific time durations.,mentions of time or durations.,numeric expressions related to time or quantity.,"numerical expressions related to time, such as minutes and seconds.","references to specific units of time, such as minutes and seconds."
37,4365,financial and stock market-related information.,"tokens related to time, specifically the word ""just"" and phrases like ""this morning"" and ""just hours before"".","instances where the word ""just"" is used in different contexts, such as indicating a recent occurrence or emphasizing a small quantity.",adverbs and conjunctions that connect or provide additional information about actions or events.,words related to actions or events happening at a specific time or moment.
37,826,phrases related to examining or analyzing something in detail.,phrases or words related to examining or exploring something or someone in detail.,"phrases or mentions of observing, examining, or investigating something.",words related to observation or examination.,phrases related to examining or investigating something or someone.
37,4195,"words related to physical objects or materials, such as metal or technology.",prepositions and words indicating a part or component of something.,words or phrases related to physical objects or parts of objects.,"the word ""of"" when it is connecting two nouns or indicating possession.",words related to physical objects or components of objects.
37,5037,"phrases related to time, specifically durations and moments.","time-related expressions, such as durations (e.g., two months), specific moments (e.g., 3:39), and general time references (e.g., left, go, etc.).","expressions related to time, such as specific durations or moments.",temporal expressions related to time durations and deadlines.,"time-related information, such as durations, specific time points, and time-related actions."
37,5246,words related to apologies and customer service.,"words related to requests, communication, and contact information.",words/phrases related to expressing a need or seeking assistance.,"words related to requests, inquiries, and communication.","words related to requests, needs, and contact information."
37,2759,phrases related to expressing complaints or dissatisfaction.,words related to expressing dissatisfaction or grievances.,instances where someone is expressing dissatisfaction or voicing complaints.,expressions of dissatisfaction or negative feedback.,expressions of dissatisfaction or complaints.
37,4030,"words related to discussing or evaluating something, such as analyzing, updating, and reviewing.","instances of the word ""put"" and related verbs that involve arranging, placing, or positioning something.",verbs related to action or movement.,"verbs related to placing or positioning something, often involving actions like ""putting,"" ""retaining,"" or ""choosing not to renew.""","words related to actions and decisions such as ""put,"" ""add,"" ""renew,"" and ""follow,"" indicating some kind of activity or process happening."
37,3721,information related to personal stories and experiences.,"numbers and specific identifiers such as age, names, and dates.",words or phrases related to age or time.,numbers and names associated with individuals' ages.,"information about individuals such as their names, ages, and personal experiences."
37,1722,personal pronouns and words related to research and knowledge acquisition.,"pronouns, specifically 'it', used to refer to something previously mentioned in the text.",sentences or phrases that refer to or emphasize a preceding statement or idea.,"pronouns, specifically ""it"".",personal pronouns used in reference to oneself or a third person.
37,2564,"words related to criticism, questioning, and discussing controversial topics, particularly in the context of politics and religion.",words related to criticizing or expressing strong disapproval towards something or someone.,words and phrases related to expressing criticism or condemnation.,"words related to expressing disapproval or criticism, as well as words related to negative actions or behaviors.",words and phrases related to expressing disapproval or criticism.
37,2791,decisions and actions taken.,words related to decision-making or determining a course of action.,verbs related to making decisions or choices.,words related to making decisions or choices.,verbs related to making decisions or choices.
37,2800,mentions related to technology and innovation.,"verbs in the present tense (is, are) and adverbs (currently) that convey a state of being or existence.","verbs related to states or conditions, such as ""is"", ""are"", ""has"", ""am"", etc.","the verb ""to be"" conjugated in different forms (is, are) which indicates a state of existence or identity.","words related to statements, claims, and intentions."
37,849,"terms related to promotional activities and incentives, such as Kickstarter campaigns and referral rewards.","words and phrases related to promotions, incentives, rewards, and offers.","words or phrases related to financial transactions, rewards, pricing, and incentives.","words or phrases related to numbers, quantities, and promotional offers.","words related to fundraising, promotion, rewards, pricing, and incentives."
37,2443,symbolic language and mathematical equations.,symbols and characters that may be specific to a certain language or encoding.,symbols and special characters.,"special characters and symbols such as � and 【, as well as specific patterns or sequences of characters.",sequences of characters or symbols that are not part of the typical alphabet or language.
38,3457,mentions of food and drink-related terms.,words related to the creation or composition of something.,words related to the composition or creation of something.,"the word ""made"" and phrases related to the creation or composition of something.","the word ""made"" in various contexts, particularly when it refers to the creation or composition of something."
38,4495,phrases related to possession or having something.,"contractions of the form ""you've"", ""I've"", ""we've"" and ""you've got"", as well as the token ""got"".",phrases related to possession or ownership.,"phrases related to possession, ownership, and obligation.",contractions and possessive pronouns in sentences.
38,4942,"words related to updates, changes, and actions that have been taken or may have been taken.",words related to possession or existence.,phrases related to possession or existence of something.,"instances of the verb ""have"" and its variants such as ""has"" and ""haven't"" to identify actions or possession.",words related to actions or states of having or ownership.
38,748,"words and phrases related to crime and violence, particularly in the context of police investigations and incidents.",conjunctions used to contrast or connect ideas in a sentence.,phrases that indicate contrast or contradiction.,contrasting or contradicting statements.,"connective phrases and conjunctions, particularly those related to contrasting or contradictory statements."
38,3167,references to sports statistics and rankings.,"the article ""an"" in various contexts.","phrases or parts of sentences that contain the word ""an"" or ""an"" as an abbreviation for ""and"".","the indefinite article ""an"" used before nouns.","the presence of the word ""an""."
38,4045,"programming-related terms and concepts, such as SQL queries and Haskell lists.",words related to attempting or experimenting.,words related to attempts or efforts.,words indicating attempts or efforts.,words related to programming and data manipulation.
38,2319,source code related to programming languages.,programming code and syntax.,programming code and technical references.,"programming code snippets, including syntax and keywords.",programming language syntax and code snippets.
38,1392,phrases related to linguistic or grammatical structures.,"punctuation marks, particularly commas and quotation marks.","phrases or punctuation marks within sentences, such as parentheses, commas, and quotation marks.",punctuation marks such as commas and quotation marks.,punctuation marks and quotation marks.
38,5860,"mentions of specific time periods, such as a specific year or time of day.",tokens that indicate plural or possessive forms of words.,"references to specific locations or regions, particularly in the United States.",abbreviations for units of time.,"time-related expressions, specifically in the format of ""a.m."" or ""p.m.""."
38,812,mentions of specific individuals or personal experiences.,"pronouns referring to specific individuals (he, she).",pronouns referring to specific individuals/persons.,pronouns referring to characters or individuals.,pronouns and names of individuals.
38,5522,references to prestigious or successful organizations/clients and notable achievements or recognition.,phrases or tokens that indicate a subset or portion of something.,"phrases that indicate a certain quantity or number, such as ""some of"" or ""most of"".","phrases related to inclusion or belonging, particularly in terms of being part of a group or category.",phrases related to inclusion or membership.
38,5363,pronouns and words related to communication.,"pronouns such as ""you"" and ""we"".","pronouns like ""you"" and ""she"", along with phrases related to communication and instructions.","pronouns such as ""you"", ""she"", and ""we"".","pronouns, particularly second person pronouns (you) and third person pronouns (she)."
38,5845,"words related to plans, instructions, and processes.","the indefinite article ""a"".","phrases or expressions that indicate a specific quantity or amount, such as ""a lot of,"" ""an extraordinary amount of,"" and ""official results would not be announced for a week.""","indefinite articles (""a"", ""an"") in sentences.","the indefinite article ""a"" and its usage as a determiner in sentences."
38,1950,descriptions and mentions of clothing or outfits.,"words and phrases related to clothing and appearance, particularly focusing on women's clothing.","words and phrases related to clothing and appearance, particularly focusing on how they may attract attention or elicit specific reactions.","tokens related to clothing and appearance, specifically focusing on the garments worn by individuals.",descriptions and mentions of clothing and attire.
38,3054,"terms related to medical and scientific knowledge, such as medicine, health, and scientific principles.","tokens related to knowledge, recognition, or awareness of certain information or concepts.",words related to knowledge or information being known or understood.,"words related to knowledge, recognition, or identification.",words or phrases related to knowledge and terminology.
38,4679,information related to events or performances happening at specific times or locations.,"numbers, time-related expressions, references to events or performances, and possibly certain specific words or phrases related to entertainment or media.","tokens related to specific entities or individuals, such as names of people, organizations, or other specific references.",specific numerical and alphabetical patterns or combinations.,"words related to events, performances, and shows."
38,1265,information related to percentages and numerical values.,numbers and percentages.,numerical values or percentages in the text.,numbers and percentages.,numbers and percentages.
38,2059,words related to specific video games and gaming instructions or steps.,"common structural elements such as punctuation, prepositions, articles, and numbers in the text excerpts.",words or phrases related to lists or items.,common words that are part of sentences or phrases.,phrases related to item descriptions and lists.
38,5472,information related to locations and directions.,"words related to directional location or positioning (e.g. east, west, north, south, side).","directional indicators, such as words indicating cardinal directions (north, south, east, west) and relative locations (end, side).",words related to directions or locations.,locations or directions mentioned in the text.
38,5138,"words and phrases related to political events, particularly related to conflict and international relations.","numeric and punctuation tokens, as well as tokens indicating time or duration.",references to numbers or numerical expressions.,"numeric values and punctuation marks related to time, such as minutes, seconds, and colons, as well as references to specific resolutions or agreements.","tokens related to geopolitical events, political resolutions, and diplomatic agreements."
39,258,phrases or words related to past events or historical details.,"instances of the indefinite article ""an"".","phrases with the word ""an"" followed by a noun.","the indefinite article ""an"".","the word ""an"" appearing in the text."
39,5863,words related to expressing interest or desire in something.,words related to expressing interest or curiosity.,expressions related to showing interest or curiosity in something.,"instances where the word ""interested"" is mentioned in the text.",phrases related to expressing interest or curiosity in something.
39,5310,information related to dependencies and conditions.,words or phrases that indicate a condition or outcome is determined by certain factors or circumstances.,words related to dependency or variation based on a specific condition or factor.,sentences or phrases that highlight dependence or variation based on certain conditions or factors.,words or phrases related to conditional circumstances or factors.
39,2192,"mentions of specific individuals, particularly with the title ""Mr.""","titles or honorifics (e.g., Mr., Mrs.), personal pronouns (e.g., he, we), and sentence-ending punctuations (e.g., .).","titles or forms of address such as ""Mr."" or ""Mrs."" associated with people's names.","salutations and titles, particularly ""Mr."" and ""."", as well as pronouns referring to individuals.","names and titles of individuals in text, such as Mr. [name], [title] [name], and [name]'s [title]."
39,1751,words related to interest or curiosity.,expressions of interest or curiosity.,words or phrases related to expressing interest or curiosity about something.,tokens that indicate curiosity or desire for involvement in a topic or subject.,words and phrases related to expressing interest or curiosity in something.
39,1833,phrases related to bringing something or someone.,verbs related to bringing or taking something/someone to a place.,words related to bringing or bringing someone/something.,words related to bringing or transportation.,words related to bringing or taking someone or something to a specific location or situation.
39,4032,phrases related to opinions or subjective statements.,words and phrases related to uncertainty or lack of knowledge.,phrases or words related to doubt or uncertainty.,"words related to uncertainty, doubt, and lack of knowledge.",negations and uncertainties in statements.
39,1498,"words related to sports, particularly football and player statistics.",numeric values related to sports statistics and measurements.,numeric values related to quantities or measurements.,numerical values and units of measurement.,numerical values related to statistics or quantities in the context of sports.
39,2846,phrases related to medical research and health warnings or risks.,pronouns and references to specific individuals or entities.,phrases related to quoting or reporting someone's words.,pronouns and names of individuals.,"phrases or clauses within quotes, and it may also focus on the use of certain words such as ""he"" and ""as""."
39,5079,"mentions of specific laws, regulations, or legal matters.","pronouns ""it"" in various contexts and contexts related to discussing or referring to a specific thing or situation.","the pronoun ""it"" and its context in the sentence.","the pronoun ""it"" being used in different contexts and situations.",pronouns (particularly 'it') and specific terms related to laws or regulations.
39,2140,information about financial numbers and statistics.,"numerical values (such as amounts of money or statistics) and words related to financial matters, particularly in the context of government or economic activities.","numbers, specifically those containing decimals or billion/trillion units.",numerical values and financial terms related to large amounts of money.,"numbers and monetary values, particularly in relation to large sums of money."
39,3572,punctuation marks and symbols.,"punctuation marks, specifically commas.",phrases or expressions that indicate time or sequencing.,"punctuation marks, particularly commas.",punctuation marks and conjunctions.
39,4624,temperature-related information and weather conditions.,numbers and measurements.,"mentions of temperature, weather, and measurements.","numeric values related to temperature, quantity, or measurement.","numeric values and measurement units, such as temperatures, distances, and yarn amounts."
39,524,expressions related to personal achievements or iconic figures.,"prepositions, particularly the word ""to"".",phrases or words indicating something is considered to be true or believed by others.,"words related to indicating purpose or intention, or expressing a state or condition.",phrases related to judgment or evaluation of something or someone.
39,6322,"words and phrases related to performance evaluations or assessments, particularly in the context of track records or success/failure rates.","words related to past performance or history, particularly in the context of success or failure.","phrases related to evaluating or discussing performance or success, particularly in terms of a track record.","words related to evaluating or assessing performance, such as ""poor,"" ""track record,"" ""proven,"" ""failure,"" and ""instance.""","words and phrases related to evaluating and assessing the success or failure of something, particularly tracks records and outcomes."
39,3133,information about personal details and experiences.,punctuation marks such as periods and exclamation marks.,phrases indicating a continuation or completion of a thought or action.,"punctuation marks, specifically periods (.) and exclamation marks (!).",punctuation marks and words related to discussion or information-related contexts.
39,3271,"information related to different products, such as Pokémon cards, booster packs, Yu-Gi-Oh cards, and videos.",words related to gratitude and acknowledgement in various contexts.,expressions of gratitude or appreciation.,expressions of gratitude or appreciation.,tokens related to communication and expressing gratitude.
39,1465,information related to financial figures and budgets.,numbers and monetary values mentioned in the text.,numbers and numerical values.,numerical values and punctuation marks.,"numbers, including dollar amounts and percentages, as well as references to financial figures and budgets."
39,4494,"phrases related to decision-making, planning, and direction.","contractions of ""you have"" and ""we have"", as well as words related to progress, direction, and credit.","words related to personal pronouns and possessive pronouns (e.g., ""we,"" ""you've,"" ""your"").",words related to personal actions or recommendations.,"pronouns (We, You) and contractions (We've, You've, I've, I'm, It's, That's)."
39,6221,phrases related to numerical quantities.,words indicating a small or insignificant amount or degree.,phrases that indicate a small amount or quantity.,words or phrases indicating a small amount or degree.,adjectives indicating a small amount or quantity.
40,4097,"phrases related to physical actions, aggression, and dialogue.","punctuation marks, specifically periods.",paragraph breaks or endings of sentences.,sentence endings or punctuation marks.,"phrases related to dialogue and character interactions, including dialogue tags and punctuation marks."
40,4534,"words related to social structures and hierarchies, such as ranks, citizens, peers, and coaches.","the verb ""is"" in various contexts.","phrases with verbs indicating existence or state, such as ""is"" or ""was"".","the verb ""is"" or ""was"" to describe something or someone.","verbs in present tense (i.e., ""are"", ""is"", ""were"") conjugated with specific pronouns and nouns, possibly indicating a focus on describing relationships, states, or characteristics of entities."
40,402,words related to insurance policies and comparisons.,"words related to variations, differences, and comparisons.","words that indicate variation, difference, or comparison.","words or phrases related to variations, differences, or comparisons.","terms related to variations, comparisons, and differences."
40,6121,phrases related to conversations and dialogue.,"punctuation marks, such as commas, periods, exclamation points, and quotation marks.",punctuation marks and quotation marks within sentences.,"punctuation marks, including periods, commas, and quotation marks.",phrases related to quotations and reported speech.
40,1849,"personal statements expressing value, worth, individuality, and resilience.",instances of self-reference or self-identification.,personal pronouns and expressions of self.,"personal pronouns (specifically ""I"") used to express thoughts, feelings, or experiences.",pronouns and phrases related to personal experiences and perspectives.
40,4104,words related to community engagement and social issues.,"references to possessive pronouns (""our""), references to specific locations (""in our facilities"", ""in our community""), references to political entities (""Confederate"", ""America""), and references to legal entities (""law enforcement"", ""state legislature"").","phrases or references related to ownership, possession, or association with a certain entity or group.","words and phrases related to possessiveness and ownership, indicating a sense of belonging or affiliation.","references to specific locations and communities, such as ""our,"" ""in our,"" ""in their,"" ""in the state,"" ""in Ohio,"" and ""in Louisiana."""
40,6223,"information related to personal details such as names, dates, and measurements.","numerical values, measurements, and descriptors related to size and quantity.",numbers and measurements within the text.,numeric values and measurements in various contexts.,"information related to numerical values such as measurements, dates, salaries, and statistics."
40,3708,"information related to operating hours, locations, and contact details.","days of the week, times, and specific locations.",days of the week.,days of the week and time-related expressions.,"information related to days of the week, times, and locations in the context of schedules and events."
40,6112,phrases related to regret or wishing things had been done differently.,past tense verbs and possessive forms of words.,past tense verbs ending in 'ed' or 'd'.,past tense verbs or verb forms in the context of actions or activities that could have been done differently or achieved differently.,verbs related to actions that have been done or not done in the past.
40,5963,descriptions of physical attributes or qualities of a person.,"pronouns (he, she) and some specific references (who, something) in the text.","words referring to specific individuals or pronouns such as ""he"", ""she"", or ""someone"".","pronouns and gendered terms, particularly referring to individuals.","pronouns and verbs indicating a specific individual or group, such as 'he', 'she', 'they', 'for', and 'him'."
40,5203,words related to sports and physical activities.,"punctuation marks, specifically commas.",phrases with punctuation marks used to provide additional information or clarification.,"punctuation marks, particularly commas, in the text.",pronouns and punctuation marks.
40,5353,phrases related to software versions or updates.,"numbers, abbreviations, and specific terms related to technology, music, news, and miscellaneous items.",numbers and alphanumeric patterns.,"numbers and abbreviations, particularly related to time (hours and minutes), versions (beta), and locations (abbreviations for states and countries).","references to installation instructions, updates, and credits in different contexts or domains."
40,4591,"phrases related to personal thoughts, doubts, and considerations.",contractions and modal verbs.,"contractions, specifically those where the word ""I"" or ""I'd"" is used.","contractions and the auxiliary verbs ""have,"" ""would,"" ""will,"" and ""d"" (for ""would"" or ""had"").","words related to personal thoughts, preferences, and actions."
40,1310,punctuation marks at the end of sentences.,"punctuation marks, specifically periods (.).",phrases indicating a continuation or continuation of an action or event.,punctuation marks and ellipses.,punctuation marks and separators within sentences.
40,4561,"phrases related to personal experiences, events, and relationships.","pronouns and possessive pronouns, specifically referring to people.",pronouns indicating possession or belonging.,pronouns and possessive words related to individuals or people.,pronouns and possessive pronouns.
40,1837,mentions and discussions related to online presence and activities.,"pronouns ('it', 'we'), particularly when used to refer back to something previously mentioned in the text.",pronouns and possessive pronouns.,"pronouns and personal identifiers, such as 'it', 'when', and 'you'.",words and phrases related to discussing or describing various aspects or characteristics of a situation or scenario.
40,2629,"information related to legal and criminal activities, such as fines, medical incidents, kidnappings, and dangerous intersections.","information related to specific age or age-related markers such as ""16-year-old"", ""4-year-old"", ""18-year-old"" and ""13-year-old"".","mentions of specific age groups (e.g. ""16-year-old"", ""4-year-old"").","age-related descriptions and identifiers like ""16-year-old,"" ""4-year-old,"" ""18-year-old,"" ""13-year-old,"" and words related to family such as ""boy"" and ""family.""",mentions of age-related terms and references to schools or educational institutions.
40,2043,emotional expressions and enthusiastic language.,"expressions of excitement, gratitude, positivity, and emphasis, as well as numerical references.",exclamatory statements or expressions of extreme excitement.,"expressions of excitement or emphasis, numbers, and symbols.","expressions of positivity, gratitude, appreciation, or admiration."
40,1412,words related to legal issues and incarceration.,words related to legal consequences and incarceration.,"tokens related to imprisonment or legal consequences such as prison, jail, sentence, probation, etc.",words and phrases related to imprisonment and legal sentences.,"words and phrases related to imprisonment, criminal justice, and legal terms."
40,171,words related to sports and game statistics.,"phrases related to sports teams, games, and competitions.",mentions of sports teams and their matches/games.,"words and phrases related to sports teams, matches, games, and competitions.",mentions of sports teams and their matchups.
41,297,information related to financial and statistical data.,periods (full stops) used to indicate the end of a sentence or sentence fragments.,phrases or words indicating comparison or contrast.,sentences or phrases that end with punctuation marks (specifically periods).,"punctuation marks, especially periods and question marks, in text passages."
41,1636,phrases related to expressing personal opinions or impressions.,"the indefinite article ""a"".","phrases with the word ""a"" as an article indicating indeterminate or unspecified nouns.","articles (such as ""a"") in the text.",the indefinite article 'a'.
41,5461,numbers and financial information.,"punctuation marks, specifically periods, and certain specific tokens such as ""an,"" ""$,"" and quotation marks.",situations or phrases indicating the end or conclusion of something.,"phrases or tokens related to specific punctuation marks and the word ""an"".","the word ""an"" followed by a indefinite article or symbol."
41,2871,words or phrases related to ratings or evaluations.,"phrases or words related to ratings or evaluations, such as ""out of"" or ""rating"".",phrases with numbers and measurements.,phrases related to ratings or numerical information.,phrases related to numerical ratings and measurements.
41,6306,personal pronouns and possessive pronouns.,"pronouns such as ""it"" and ""we"" in the given context.","the pronoun ""it"" used in various contexts.","the use of pronouns (specifically ""It"" and ""We"") in the text, which is likely related to discussing certain events or situations.","third-person pronouns (he, it, they) and possessive pronouns (his, its, their)."
41,3826,"phrases related to controversy or debates, particularly involving demands for removal or conflict around certain titles or content.","punctuation marks, specifically commas.",phrases that indicate possession or belonging.,"punctuation marks, specifically commas.","punctuation marks and symbols, such as quotation marks, commas, dashes, and percentages."
41,2256,"words related to skincare products such as concealers, moisturizers, and skin texture improvement.","words related to appearance or specific actions related to appearance, such as improving the appearance of skin tone, reducing the appearance of wrinkles, and even emotions related to appearance, such as screaming out of excitement. It also seems to be sensitive to actions or events related to authorities or law enforcement.","words related to physical appearances, such as words related to skin tone, texture, appearance, and condition.","words related to appearance, including improving, texture, tone, instantly, and also words related to actions or events, such as screamed, you, so, shots, gunshots, at, sound, transmission, is, and authorities.","words related to physical actions or changes, such as firing, cutting, reducing, and improving."
41,590,questions and prompts related to bodybuilding.,"questions, statements, and expressions indicating uncertainty or speculation.",questions or interrogative statements.,"words related to questions, inquiries, and possibilities.",questions or statements expressing uncertainty or seeking information.
41,844,"links or references to events, locations, and directions.",numbers and units of measurement.,numbers or numerical patterns within text.,numbers and identifiers within a text.,"references to events, links, identifiers, distances, and instructions/orders."
41,3037,numbers and age-related terms.,"numeric values followed by the word ""year"" or ""-year-old"" to identify age-related information.",age-related information such as specific ages or age ranges.,numbers related to age or time.,numbers and age-related terms within text excerpts.
41,2123,information related to statistics and numerical values.,numbers and percentages in various contexts.,numbers and percentages.,numerical values and measurements in various contexts.,numbers and percentages.
41,2640, phrases related to news events and political activities.,"words related to news articles and information, such as names of news organizations, statements, investigations, reports, and details about incidents or events.","proper nouns, specifically names of people and organizations.",references to news sources and statements made by individuals or organizations.,"references to dates, names, and organizations in news articles or reports."
41,5759,information and descriptions related to technology and the internet.,"possessive forms of words, indicated by the presence of apostrophes and the suffix ""-s"".",phrases or words related to the internet or technology.,possessive forms of words.,"words related to technology, particularly the internet and its accessibility, as well as phrases related to publishing and media."
41,6266,phrases related to providing information or suggestions to the reader.,phrases and words related to seeking information or assistance.,phrases related to searching or seeking information., phrases related to searching or seeking information or assistance.,phrases related to searching for information or assistance.
41,5708,keywords and phrases related to banking and financial crimes.,"tokens related to specific names, organizations, and brands.","keywords related to specific organizations, such as companies, news outlets, or government entities.",names or terms related to various organizations or entities.,"words related to legal and financial matters, such as convictions, banking systems, money laundering, extradition, mortgages, financial records, and legal renting."
41,2030,information related to technology updates and software versions.,numbers and versioning information in text.,versions and numbers in different formats.,numbers and versions in various formats.,software version numbers and related information.
41,2583,"food-related words and phrases, particularly combinations of ingredients, cooking techniques, and measurements.",abbreviations and units of measurement.,"measurements and quantities, such as units of time, volume, or cost.","abbreviations or symbols commonly used for measurements and time, such as 'c' for cups, 'a.m.' for morning time, 'p.m.' for afternoon/evening time, and 'U.S.' for United States.","abbreviations and symbols commonly used for measurements such as time (a.m., p.m.), units (c., m), and country names (U.S., St)."
41,1015,words and phrases related to retail stores and robberies.,"words related to movement, direction, and actions.",words or phrases related to movement or direction.,"words and phrases related to movement, direction, and location.","words and phrases related to stores, retail, and shopping activities."
41,1160,numbers and technical specifications related to electronic devices.,numbers and certain specific terms related to products or entities.,numerical values and references to specific products or entities.,"numbers, measurements, and references to specific products or items.","numbers and codes, possibly related to technical specifications or product details."
41,1739,"words related to events, announcements, and happenings.","numbers, quantities, and words related to events or happenings.","phrases related to events, gatherings, and discussions.","numbers, quantities, and references to events or activities.","quantities, prices, and statements related to events or objects."
42,3721,references to the relationship and interaction between two individuals.,instances where something is happening individually or separately for different entities.,references to two or more entities interacting or having a relationship with each other.,tokens related to referring to or emphasizing individual instances or objects.,phrases or words related to mutual relationships or interactions between individuals.
42,3608,phrases related to racing or sports activities.,"the indefinite article ""an"" or ""a"".","phrases or descriptions that include the word ""an"" or ""an unspecified item or event"".","instances of the indefinite article ""an"" or ""a"" that are followed by a noun.",phrases or words denoting the beginning or introduction of something.
42,4155,words and phrases related to architectural structures and city development projects.,"punctuation marks, specifically periods and dashes.",phrases that express positive opinions or impressions.,punctuation marks (specifically periods) in the text.,"sentences or phrases that end in periods and include words like ""of,"" ""from,"" ""to,"" ""on,"" and ""in."""
42,785,"the word ""not"" in various contexts.",negations or mentions of the absence or lack of something.,phrases containing negation or denial.,"the word ""not"" in various contexts.",negation or denial-related words/phrases.
42,151,mentions of legal or judicial events or proceedings.,"temporal references, specifically words related to earlier or later.","temporal references, specifically indicating time periods whether it's in the past or future.","words or phrases related to time, specifically indicating past or future occurrences.","words related to time, such as ""earlier,"" ""later,"" and terms related to finalizing or ruling on something."
42,3218,words related to real estate financing and investment.,words or phrases related to observation or examination.,"the verb ""look"" used in the context of examining or considering something.",words related to observing or examining something.,words related to observation or examination.
42,3258,information about sports games and scores.,pronouns referring to different individuals or groups.,"pronouns, particularly the third-person pronouns ""they"" and ""he"".","pronouns, specifically 'they', 'we', 'I', and 'he'.","pronouns, specifically ""they"" and ""we"" in different contexts."
42,4736,"information related to time, such as operation hours, days of the week, and specific dates.","tokens related to time and scheduling, particularly the representation of hours in the format of 'a.m.', 'p.m.', 'm', and numerical values.",time-related information or schedules.,time-related information such as specific hours and time formats.,"times, durations, and related information such as availability, hours, and operation hours."
42,5990,phrases related to political topics and discussions.,"words and phrases related to concentration, attention, and emphasis.","tokens related to attention or concentration, such as ""focus"", ""center"", or ""paying attention"".",words related to attention and emphasis on specific topics or issues.,phrases related to attention or emphasis on certain topics or issues.
42,1171,"terms related to financial and economic matters, including savings, spending, debt, and forecasts.",numerical values expressed as digits or part of words.,"numeric values, including both whole numbers and decimal numbers.","numbers and values within a text, regardless of the context or specific meaning.","keywords related to numbers, measurements, and quantifiers."
42,350,"reviews or ratings, particularly mentioning the name of the reviewer or the rating given.","words related to rating or reviewing products, specifically indicating the rating as ""by"" followed by a person's name.","customer ratings or reviews, specifically looking for the rating score mentioned as ""out of 5"" and the phrase ""Rated [score] out of 5 by"".","the token ""by"" when it is used in the context of rating or reviewing a product.",users' ratings and reviews.
42,5831,sentences or fragments that express personal reflections and thoughts.,"punctuation marks, specifically periods (.).","sentences or phrases expressing personal experiences, regrets, or reflections.",punctuation marks such as periods.,"phrases related to personal experiences, reflections, and thoughts."
42,1886,information related to political votes and decisions.,"words and phrases related to voting, decision-making, and legal actions.","words related to voting, elections, and political decisions.","words related to voting, decision-making, and legal actions.",information related to political voting and decision-making.
